Ticker,Market Cap,Industry
ITCI,1236685000,Biotechnology & Medical Research
ITE,,Exchange Traded Fund
ITEQ,,Exchange Traded Fund
ITG,745524500,Investment Banking & Brokerage Services
ITGR,2111302000,Advanced Medical Equipment & Technology
ITI,171649600,Communications & Networking
ITIC,352780900,Property & Casualty Insurance
ITM,,Exchange Traded Fund
ITOT,,Exchange Traded Fund
ITRI,2310184000,Electrical Components & Equipment
ITRM,168884400,Pharmaceuticals
ITRN,760603900,Business Support Services
ITT,4614720000,Industrial Machinery & Equipment
ITUB,75428200000,Banks
ITUS,59872290,Business Support Services
ITW,49943770000,Industrial Conglomerates
IUSB,,Exchange Traded Fund
IUSG,,Exchange Traded Fund
IUSV,,Exchange Traded Fund
IVAC,108450700,Industrial Machinery & Equipment
IVAL,,Exchange Traded Fund
IVC,537256800,'Medical Equipment Supplies & Distribution'
IVE,,Exchange Traded Fund
IVFVC,,
IVH,,
IVLU,,Exchange Traded Fund
IVOG,,Exchange Traded Fund
IVOO,,Exchange Traded Fund
IVOV,,Exchange Traded Fund
IVR,1796235000,Specialized REITs
IVTY,69719880,'Medical Equipment Supplies & Distribution'
IVV,,Exchange Traded Fund
IVW,,Exchange Traded Fund
IVZ,11604040000,Investment Management & Fund Operators
IWB,,Exchange Traded Fund
IWC,,Exchange Traded Fund
IWD,,Exchange Traded Fund
IWF,,Exchange Traded Fund
IWL,,Exchange Traded Fund
IWM,,Exchange Traded Fund
IWN,,Exchange Traded Fund
IWO,,Exchange Traded Fund
IWP,,Exchange Traded Fund
IWR,,Exchange Traded Fund
IWS,,Exchange Traded Fund
IWV,,Exchange Traded Fund
IWX,,Exchange Traded Fund
IWY,,Exchange Traded Fund
IX,22770070000,Consumer Lending
IXC,,Exchange Traded Fund
IXG,,Exchange Traded Fund
IXJ,,Exchange Traded Fund
IXN,,Exchange Traded Fund
IXP,,Exchange Traded Fund
IXUS,,Exchange Traded Fund
IYC,,Exchange Traded Fund
IYE,,Exchange Traded Fund
IYF,,Exchange Traded Fund
IYG,,Exchange Traded Fund
IYH,,Exchange Traded Fund
IYJ,,Exchange Traded Fund
IYK,,Exchange Traded Fund
IYLD,,Exchange Traded Fund
IYM,,Exchange Traded Fund
IYR,,Exchange Traded Fund
IYT,,Exchange Traded Fund
IYW,,Exchange Traded Fund
IYY,,Exchange Traded Fund
IYZ,,Exchange Traded Fund
IZEA,8903450,Internet Services
IZRL,,
JACK,2421046000,Restaurants & Bars
JAG,2533887000,Oil & Gas Drilling
JAGX,24674420,Biotechnology & Medical Research
JAKK,90393900,Toys & Juvenile Products
JASN,77799680,Industrial Conglomerates
JASO,344513400,Renewable Energy Equipment & Services
JAX,172668300,Restaurants & Bars
JAZZ,9900577000,Pharmaceuticals
JBGS,4311251000,Commercial REITs
JBHT,14091520000,Ground Freight & Logistics
JBL,4832354000,Semiconductors
JBLU,6143202000,Airlines
JBRI,,
JBSS,775998000,Food Processing
JBT,2808517000,Industrial Machinery & Equipment
JCAP,283183900,Specialized REITs
JCE,,
JCI,32083720000,Electrical Components & Equipment
JCO,,
JCOM,4210675000,Integrated Telecommunications Services
JCP,721629300,Department Stores
JCS,35419960,Communications & Networking
JCTCF,36645700,Forest & Wood Products
JD,52501540000,Internet Services
JDD,,
JDIV,,Exchange Traded Fund
JDST,,Exchange Traded Fund
JE,530996700,Natural Gas Utilities
JEC,8972048000,Construction & Engineering
JEF,8007132000,Holding Companies
JELD,2980155000,Construction Supplies & Fixtures
JEMD,,
JEQ,,
JETS,,Exchange Traded Fund
JFR,,
JGH,,
JHA,,
JHB,,
JHD,,
JHDG,,Exchange Traded Fund
JHG,6453078000,Investment Management & Fund Operators
JHI,,
JHMA,,Exchange Traded Fund
JHMC,,Exchange Traded Fund
JHMD,,Exchange Traded Fund
JHME,,Exchange Traded Fund
JHMF,,Exchange Traded Fund
JHMH,,Exchange Traded Fund
JHMI,,Exchange Traded Fund
JHML,,Exchange Traded Fund
JHMM,,Exchange Traded Fund
JHMS,,Exchange Traded Fund
JHMT,,Exchange Traded Fund
JHMU,,Exchange Traded Fund
JHS,,
JHSC,,
JHX,7387104000,Construction Materials
JHY,,
JILL,255553700,Apparel & Accessories Retailers
JJSF,2600889000,Food Processing
JKD,,Exchange Traded Fund
JKE,,Exchange Traded Fund
JKF,,Exchange Traded Fund
JKG,,Exchange Traded Fund
JKH,,Exchange Traded Fund
JKHY,9404271000,IT Services & Consulting
JKI,,Exchange Traded Fund
JKJ,,Exchange Traded Fund
JKK,,Exchange Traded Fund
JKL,,Exchange Traded Fund
JKS,712272500,Renewable Energy Equipment & Services
JLL,7736659000,Real Estate Services
JLS,,
JMBA,149179100,Restaurants & Bars
JMEI,361676400,Internet Services
JMF,,
JMIN,,Exchange Traded Fund
JMLP,,
JMM,,
JMOM,,Exchange Traded Fund
JMP,110606700,Investment Banking & Brokerage Services
JMT,,
JMU,50704830,Internet Services
JNCE,369986400,Biotechnology & Medical Research
JNJ,325800800000,Pharmaceuticals
JNK,,Exchange Traded Fund
JNP,99354010,Pharmaceuticals
JNPR,9507418000,Communications & Networking
JNUG,,Exchange Traded Fund
JOB,30232090,Employment Services
JOBS,6590527000,Employment Services
JOE,1166694000,Real Estate Development & Operations
JOF,,
JONE,49350510,Oil & Gas Exploration and Production
JOUT,750206500,Recreational Products
JP,737356000,Investment Management & Fund Operators
JPC,,
JPEH,,Exchange Traded Fund
JPEM,,Exchange Traded Fund
JPEU,,Exchange Traded Fund
JPGB,,Exchange Traded Fund
JPGE,,Exchange Traded Fund
JPHF,,Exchange Traded Fund
JPHY,,Exchange Traded Fund
JPI,,
JPIH,,Exchange Traded Fund
JPIN,,Exchange Traded Fund
JPM,376772600000,Banks
JPMB,,
JPME,,Exchange Traded Fund
JPMF,,Exchange Traded Fund
JPMV,,Exchange Traded Fund
JPN,,Exchange Traded Fund
JPNL,,Exchange Traded Fund
JPS,,
JPSE,,Exchange Traded Fund
JPST,,Exchange Traded Fund
JPT,,
JPUS,,Exchange Traded Fund
JPXN,,Exchange Traded Fund
JQC,,
JQUA,,Exchange Traded Fund
JRI,,
JRJC,49128780,Professional Information Services
JRO,,
JRS,,
JRSH,101925000,Textiles & Leather Goods
JRVR,1123006000,Property & Casualty Insurance
JSD,,
JSMD,,Exchange Traded Fund
JSML,,Exchange Traded Fund
JSYN,83977320,Holding Companies
JSYNU,83977320,Holding Companies
JT,960613300,Internet Services
JTA,,
JTD,,
JTPY,31587980,Business Support Services
JVA,24062730,Food Processing
JVAL,,Exchange Traded Fund
JW.A,3878686000,Professional Information Services
JW.B,3878686000,Professional Information Services
JWN,8210253000,Department Stores
JXI,,Exchange Traded Fund
JXSB,60984240,Banks
JYNT,98010970,Healthcare Facilities & Services
K,22624920000,Food Processing
KAAC,950377600,Holding Companies
KAACU,950377600,Holding Companies
KAI,1084068000,Industrial Machinery & Equipment
KALA,378261000,Biotechnology & Medical Research
KALU,1819232000,Aluminum
KALV,95543670,Pharmaceuticals
KAMN,2021638000,Industrial Machinery & Equipment
KANG,1411778000,Healthcare Facilities & Services
KAR,7185096000,'Auto Vehicles Parts & Service Retailers
KARS,,Exchange Traded Fund
KB,21499930000,Banks
KBA,,Exchange Traded Fund
KBAL,598142700,Business Support Supplies
KBE,,Exchange Traded Fund
KBH,2320665000,Homebuilding
KBLM,303203500,Holding Companies
KBLMU,303203500,Holding Companies
KBR,2459533000,Construction & Engineering
KBSF,11719900,Investment Trusts
KBWB,,Exchange Traded Fund
KBWD,,Exchange Traded Fund
KBWP,,Exchange Traded Fund
KBWR,,Exchange Traded Fund
KBWY,,Exchange Traded Fund
KCAP,118837500,Closed End Funds
KCE,,Exchange Traded Fund
KCNY,,Exchange Traded Fund
KDMN,283147700,Pharmaceuticals
KE,487177300,Electrical Components & Equipment
KED,,
KEG,348379900,Oil Related Services and Equipment
KELYA,906233000,Employment Services
KEM,1057387960,Electrical Components & Equipment
KEMP,,Exchange Traded Fund
KEMQ,,Exchange Traded Fund
KEN,832161600,Electric Utilities
KEP,20378490000,Electric Utilities
KEQU,88560290,'Medical Equipment Supplies & Distribution'
KERX,625671600,Biotechnology & Medical Research
KEX,5381685000,Marine Freight & Logistics
KEY,21275740000,Banks
KEYS,9996023000,Industrial Machinery & Equipment
KEYW,458082000,Internet Services
KF,,
KFFB,73045900,Banks
KFRC,853941500,Employment Services
KFS,106163400,Property & Casualty Insurance
KFY,3106045000,Employment Services
KFYP,,Exchange Traded Fund
KGC,4471650000,Gold
KGJI,89914360,Apparel & Accessories
KGRN,,Exchange Traded Fund
KHC,70431580000,Food Processing
KIDS,274987500,'Medical Equipment Supplies & Distribution'
KIE,,Exchange Traded Fund
KIM,6369209000,Commercial REITs
KIN,277800100,Biotechnology & Medical Research
KINS,189882900,Multiline Insurance & Brokers
KIO,,
KIQ,24946730,Industrial Machinery & Equipment
KIRK,166684200,Other Specialty Retailers
KKR,18653930000,Investment Management & Fund Operators
KL,3895407400,Gold
KLAC,17819300000,Semiconductor Equipment & Testing
KLDW,,Exchange Traded Fund
KLDX,446183840,Gold
KLIC,1592295000,Semiconductor Equipment & Testing
KLXI,3668509000,Industrial Machinery & Equipment
KMB,36840250000,Personal Products
KMDA,196373540,Pharmaceuticals
KMF,,
KMG,1017306000,Specialty Chemicals
KMI,35054480000,Oil & Gas Transportation Services
KMM,,
KMPH,96265000,Biotechnology & Medical Research
KMPR,3924520000,Multiline Insurance & Brokers
KMT,3150365000,Industrial Machinery & Equipment
KMX,12021330000,'Auto Vehicles Parts & Service Retailers
KN,1301663000,Computer Hardware
KND,816782600,Healthcare Facilities & Services
KNDI,290753400,Auto & Truck Manufacturers
KNG,,
KNL,981289200,Business Support Supplies
KNOP,682838800,Oil & Gas Transportation Services
KNOW,,Exchange Traded Fund
KNSA,,
KNSL,1144866000,Property & Casualty Insurance
KNX,7212886000,Ground Freight & Logistics
KO,180423100000,Non-Alcoholic Beverages
KODK,230334500,Household Electronics
KOF,4388183000,Non-Alcoholic Beverages
KOIN,,Exchange Traded Fund
KOL,,Exchange Traded Fund
KOLD,,Exchange Traded Fund
KONA,28307200,Restaurants & Bars
KONE,10959000,Software
KOOL,5340500,Pharmaceuticals
KOP,845718200,Commodity Chemicals
KOPN,255608600,Semiconductors
KOR,,Exchange Traded Fund
KORS,10445950000,Apparel & Accessories Retailers
KORU,,Exchange Traded Fund
KOS,2812474000,Oil & Gas Exploration and Production
KOSS,15872820,Household Electronics
KPTI,1039988000,Biotechnology & Medical Research
KR,19786200000,Food Retail & Distribution
KRA,1554524000,Specialty Chemicals
KRC,7387280000,Commercial REITs
KRE,,Exchange Traded Fund
KREF,1081841000,Specialized REITs
KRG,1264309000,Commercial REITs
KRMA,,Exchange Traded Fund
KRNT,569874500,Commercial Printing Services
KRNY,1469233000,Banks
KRO,2928846000,Specialty Chemicals
KRP,326627200,Integrated Oil & Gas
KRYS,106292100,Biotechnology & Medical Research
KS,3369835000,Paper Packaging
KSA,,Exchange Traded Fund
KSM,,
KSS,10982500000,Department Stores
KST,,
KSU,11495360000,Ground Freight & Logistics
KT,6580084000,Integrated Telecommunications Services
KTCC,89628130,Computer Hardware
KTF,,
KTOS,1145890000,Aerospace & Defense
KTOV,26351580,Biotechnology & Medical Research
KTWO,994193700,'Medical Equipment Supplies & Distribution'
KURA,568682400,Biotechnology & Medical Research
KURE,,Exchange Traded Fund
KVHI,196075500,Communications & Networking
KW,2870899000,Real Estate Services
KWEB,,Exchange Traded Fund
KWR,2059000000,Commodity Chemicals
KXI,,Exchange Traded Fund
KYE,,
KYN,,
KYO,22989230000,Electrical Components & Equipment
KZIA,25665740,Biotechnology & Medical Research
L,15879890000,Property & Casualty Insurance
LABD,,Exchange Traded Fund
LABL,1274607000,Commercial Printing Services
LABU,,Exchange Traded Fund
LAC,485749630,Specialty Mining & Metals
LACQU,,
LAD,2434670000,'Auto Vehicles Parts & Service Retailers
LADR,1691412000,Specialized REITs
LAKE,121743000,Apparel & Accessories
LALT,,Exchange Traded Fund
LAMR,6751477000,Specialized REITs
LANC,3477924000,Food Processing
LAND,196264100,Specialized REITs
LARK,118175000,Banks
LASR,1258440000,Semiconductors
LAUR,2968055000,Personal Services
LAWS,213764500,Industrial Machinery & Equipment
LAYN,301942400,Construction & Engineering
LAZ,7043704000,Investment Banking & Brokerage Services
LAZY,76498620,'Auto Vehicles Parts & Service Retailers
LB,9897494000,Apparel & Accessories Retailers
LBAI,956632900,Banks
LBC,698525600,Banks
LBIX,3334870,Non-Paper Containers & Packaging
LBJ,,Exchange Traded Fund
LBRDA,12920350000,Broadcasting
LBRDK,12920350000,Broadcasting
LBRT,2533834000,Oil Related Services and Equipment
LBTYA,22395900000,Broadcasting
LBTYB,22395900000,Broadcasting
LBTYK,22395900000,Broadcasting
LBY,144859200,'Appliances Tools & Housewares'
LC,1414264000,Consumer Lending
LCA,594437500,Holding Companies
LCAHU,594437500,Holding Companies
LCI,632935600,Pharmaceuticals
LCII,2213723000,Recreational Products
LCM,,
LCNB,191293800,Banks
LCUT,224597900,'Appliances Tools & Housewares'
LDF,,
LDL,727984000,Industrial Machinery & Equipment
LDOS,9146588000,IT Services & Consulting
LDP,,
LDRI,,Exchange Traded Fund
LDRS,,
LDUR,,Exchange Traded Fund
LE,632999800,Apparel & Accessories Retailers
LEA,13173480000,'Auto Truck & Motorcycle Parts'
LEAD,,Exchange Traded Fund
LECO,5779026000,Industrial Machinery & Equipment
LEDS,15798790,Semiconductors
LEE,142599500,Consumer Publishing
LEG,5464750000,Home Furnishings
LEGR,,
LEJU,156128600,Real Estate Services
LEMB,,Exchange Traded Fund
LEN,17000190000,Homebuilding
LEN.B,17000190000,Homebuilding
LENS,39380270,Advanced Medical Equipment & Technology
LEO,,
LEU,32358730,Electric Utilities
LEVB,38378280,Advertising & Marketing
LEVL,214772800,Banks
LEXEA,2420493000,Internet Services
LFC,102017400000,Life & Health Insurance
LFEQ,,Exchange Traded Fund
LFGR,243814700,Internet Services
LFUS,5377637000,Electrical Components & Equipment
LFVN,68321490,Pharmaceuticals
LGC,375375000,Holding Companies
LGC.U,375375000,Holding Companies
LGCY,392927100,Oil & Gas Exploration and Production
LGF.A,4967396000,Entertainment Production
LGF.B,4967396000,Entertainment Production
LGI,,
LGIH,1381785000,Homebuilding
LGL,25277350,Electrical Components & Equipment
LGLV,,Exchange Traded Fund
LGND,4031290000,Biotechnology & Medical Research
LH,18632920000,Healthcare Facilities & Services
LHC,201000000,Holding Companies
LHC.U,201000000,Holding Companies
LHCG,2484518000,Healthcare Facilities & Services
LHO,3838782000,Specialized REITs
LIFE,27442430,Biotechnology & Medical Research
LII,8550448000,Electrical Components & Equipment
LILA,3728882000,Wireless Telecommunications Services
LILAK,3728882000,Wireless Telecommunications Services
LINC,45208280,Personal Services
LIND,572454100,Holding Companies
LINK,,
LION,655374300,Banks
LIQT,45568040,Environmental Services & Equipment
LIT,,Exchange Traded Fund
LITB,142392100,Department Stores
LITE,3965710000,Communications & Networking
LIVE,24138940,Internet Services
LIVN,3971726000,'Medical Equipment Supplies & Distribution'
LIVX,194136400,Entertainment Production
LJPC,860481000,Biotechnology & Medical Research
LKFN,1238886000,Banks
LKM,84711690,Wireless Telecommunications Services
LKOR,,Exchange Traded Fund
LKQ,9526697000,'Auto Truck & Motorcycle Parts'
LKSD,430040100,Commercial Printing Services
LL,612801100,Home Improvement Products & Services Retailers
LLEX,348721100,Oil & Gas Exploration and Production
LLIT,31682030,'Medical Equipment Supplies & Distribution'
LLL,15545190000,Aerospace & Defense
LLNW,561052500,IT Services & Consulting
LLQD,,Exchange Traded Fund
LLY,89841080000,Pharmaceuticals
LM,3277627000,Investment Management & Fund Operators
LMAT,627845300,Advanced Medical Equipment & Technology
LMB,92317130,Construction & Engineering
LMBS,,Exchange Traded Fund
LMFA,3912360,Corporate Financial Services
LMNR,355330700,Fishing & Farming
LMNX,1213879000,Advanced Medical Equipment & Technology
LMRK,347577000,Real Estate Services
LMT,91597860000,Aerospace & Defense
LN,8667900000,Internet Services
LNC,15064530000,Life & Health Insurance
LND,208450060,Fishing & Farming
LNDC,387280200,Food Processing
LNG,15142540000,Oil & Gas Transportation Services
LNGR,,Exchange Traded Fund
LNN,1081864000,Heavy Machinery & Vehicles
LNT,9442144000,Electric Utilities
LNTH,556983300,'Medical Equipment Supplies & Distribution'
LOAN,59195220,Specialized REITs
LOB,1184105000,Banks
LOCO,417269200,Restaurants & Bars
LODE,18457420,Integrated  Mining
LOGI,7061158000,Computer Hardware
LOGM,5712001000,IT Services & Consulting
LOGO,,Exchange Traded Fund
LOMA,1351408500,Construction Materials
LONE,160880400,Oil & Gas Exploration and Production
LOOP,395783300,Integrated Telecommunications Services
LOPE,5308489000,Personal Services
LOR,,
LORL,832442000,Communications & Networking
LOV,4044565000,Internet Services
LOW,79843340000,Home Improvement Products & Services Retailers
LOWC,,Exchange Traded Fund
LOXO,4980477000,Biotechnology & Medical Research
LPCN,25942740,Biotechnology & Medical Research
LPG,383543700,Oil & Gas Transportation Services
LPI,2024745000,Oil & Gas Exploration and Production
LPL,7300740000,Electronic Equipments & Parts
LPLA,6329560000,Investment Banking & Brokerage Services
LPNT,2064986000,Healthcare Facilities & Services
LPSN,1159712000,IT Services & Consulting
LPT,6348965000,Commercial REITs
LPTH,53521610,'Medical Equipment Supplies & Distribution'
LPTX,125543800,Biotechnology & Medical Research
LPX,4217403000,Forest & Wood Products
LQ,2422304000,'Hotels Motels & Cruise Lines'
LQD,,Exchange Traded Fund
LQDH,,Exchange Traded Fund
LQDI,,Exchange Traded Fund
LQDT,179769700,IT Services & Consulting
LRAD,71593420,Communications & Networking
LRCX,33142050000,Semiconductor Equipment & Testing
LRGE,,Exchange Traded Fund
LRGF,,Exchange Traded Fund
LRN,656693900,Personal Services
LSBK,106173000,Banks
LSCC,686227700,Semiconductors
LSI,4252602000,Specialized REITs
LSST,,Exchange Traded Fund
LSTR,4755787000,Ground Freight & Logistics
LSXMA,23823820000,Broadcasting
LSXMB,23823820000,Broadcasting
LSXMK,23823820000,Broadcasting
LTBR,26799230,Business Support Services
LTC,1590305000,Specialized REITs
LTL,,Exchange Traded Fund
LTM,7886514000,Airlines
LTN,,
LTN.U,,
LTPZ,,Exchange Traded Fund
LTRPA,1021949000,Internet Services
LTRPB,1021949000,Internet Services
LTRX,55984940,Communications & Networking
LTS,729613300,Investment Banking & Brokerage Services
LTXB,2066706000,Banks
LUB,79583020,Restaurants & Bars
LULU,14406560000,Apparel & Accessories
LUNA,92353170,Advanced Medical Equipment & Technology
LUV,30648400000,Airlines
LVHB,,
LVHD,,Exchange Traded Fund
LVHE,,Exchange Traded Fund
LVHI,,Exchange Traded Fund
LVIN,,Exchange Traded Fund
LVL,,Exchange Traded Fund
LVS,62622070000,Casinos & Gaming
LVUS,,Exchange Traded Fund
LW,9567859000,Fishing & Farming
LWAY,82247270,Food Processing
LX,1753292000,
LXFR,495517900,Specialty Mining & Metals
LXFT,1116786000,Software
LXP,2011060000,Commercial REITs
LXRX,1017044000,Biotechnology & Medical Research
LXU,148506100,Agricultural Chemicals
LYB,44601800000,Commodity Chemicals
LYG,62761060000,Banks
LYL,52081550,Corporate Financial Services
LYTS,146194800,Construction Supplies & Fixtures
LYV,9060756000,Entertainment Production
LZB,1492046000,Home Furnishings
M,10442070000,Department Stores
MA,199732600000,Internet Services
MAA,10416470000,Residential REITs
MAB,,
MAC,7719338000,Commercial REITs
MACK,114881400,Biotechnology & Medical Research
MACQ,151763000,Investment Management & Fund Operators
MACQU,151763000,Investment Management & Fund Operators
MAG,1025481000,Integrated  Mining
MAGA,,Exchange Traded Fund
MAGS,123223600,Business Support Services
MAIN,2286352000,Corporate Financial Services
MAMS,104900000,Software
MAN,6083292000,Employment Services
MANH,2854564000,IT Services & Consulting
MANT,2109550000,IT Services & Consulting
MANU,3456300000,Leisure & Recreation
MAR,48752440000,'Hotels Motels & Cruise Lines'
MARA,26751320,Environmental Services & Equipment
MARK,153707100,Professional Information Services
MARPS,7530400,Investment Trusts
MAS,11767600000,Construction Supplies & Fixtures
MASI,5132942000,'Medical Equipment Supplies & Distribution'
MAT,5239374000,Toys & Juvenile Products
MATF,,Exchange Traded Fund
MATR,88034180,Advertising & Marketing
MATW,1723979000,Personal Products
MATX,1478827000,Marine Freight & Logistics
MAV,,
MAXR,2741458700,Communications & Networking
MAYS,80228040,Real Estate Development & Operations
MB,1801479000,Software
MBB,,Exchange Traded Fund
MBCN,171865800,Banks
MBFI,4250355000,Banks
MBG,,Exchange Traded Fund
MBI,777233600,Property & Casualty Insurance
MBII,196635700,Agricultural Chemicals
MBIN,757474200,Banks
MBIO,205240800,Biotechnology & Medical Research
MBOT,38746580,Biotechnology & Medical Research
MBRX,43291690,Pharmaceuticals
MBSD,,Exchange Traded Fund
MBT,9227937000,Wireless Telecommunications Services
MBTF,244714200,Banks
MBUU,878065300,Recreational Products
MBVX,9768410,Biotechnology & Medical Research
MBWM,595703200,Banks
MC,3303427000,Investment Banking & Brokerage Services
MCA,,
MCB,401469400,Banks
MCBC,402427300,Banks
MCC,192838700,Closed End Funds
MCD,128148800000,Restaurants & Bars
MCEF,,Exchange Traded Fund
MCEP,56368470,Oil & Gas Exploration and Production
MCF,109321100,Oil & Gas Exploration and Production
MCFT,561631300,Recreational Products
MCHI,,Exchange Traded Fund
MCHP,22452410000,Semiconductors
MCHX,118180400,Advertising & Marketing
MCI,,
MCK,30086340000,Drug Retailers
MCN,,
MCO,33396360000,Professional Information Services
MCR,,
MCRB,339413800,Biotechnology & Medical Research
MCRI,801546900,Casinos & Gaming
MCRN,1399109000,Industrial Machinery & Equipment
MCRO,,Exchange Traded Fund
MCS,880303500,'Hotels Motels & Cruise Lines'
MCY,2663686000,Property & Casualty Insurance
MD,4419540000,Healthcare Facilities & Services
MDB,2275407000,Software
MDC,1778915000,Homebuilding
MDCA,263162190,Advertising & Marketing
MDCO,2422539000,Pharmaceuticals
MDGL,1634471000,Biotechnology & Medical Research
MDGS,5115266,Advanced Medical Equipment & Technology
MDIV,,Exchange Traded Fund
MDLY,132857304,Investment Management & Fund Operators
MDLZ,58383190000,Food Processing
MDP,2157770000,Consumer Publishing
MDR,6166857000,Oil Related Services and Equipment
MDRX,2259998000,Advanced Medical Equipment & Technology
MDSO,4461230000,IT Services & Consulting
MDT,116968700000,'Medical Equipment Supplies & Distribution'
MDU,5419696000,Multiline Utilities
MDWD,179867400,Pharmaceuticals
MDXG,927141200,'Medical Equipment Supplies & Distribution'
MDY,,Exchange Traded Fund
MDYG,,Exchange Traded Fund
MDYV,,Exchange Traded Fund
MEAR,,Exchange Traded Fund
MED,1695751000,Food Processing
MEDP,1491311000,Biotechnology & Medical Research
MEET,242132800,Internet Services
MEI,1488608000,Electrical Components & Equipment
MEIP,116822400,Biotechnology & Medical Research
MELI,13896320000,Internet Services
MELR,51344130,Banks
MEN,,
MEOH,5583174000,Commodity Chemicals
MERC,1052504000,Paper Products
MESO,548398100,Biotechnology & Medical Research
MET,48458020000,Life & Health Insurance
METC,311803700,Steel
MEXX,,Exchange Traded Fund
MFA,3080315000,Specialized REITs
MFC,38119430000,Life & Health Insurance
MFCB,77561970,Investment Banking & Brokerage Services
MFD,,
MFDX,,Exchange Traded Fund
MFEM,,Exchange Traded Fund
MFG,45055130000,Banks
MFGP,7830497000,Software
MFIN,122195100,Corporate Financial Services
MFL,,
MFM,,
MFNC,99483390,Banks
MFSF,327990800,Banks
MFT,,
MFUS,,Exchange Traded Fund
MFV,,
MG,536366800,Business Support Services
MGA,22986620000,'Auto Truck & Motorcycle Parts'
MGC,,Exchange Traded Fund
MGEE,2041967000,Electric Utilities
MGEN,210440800,Biotechnology & Medical Research
MGF,,
MGI,367093000,Business Support Services
MGIC,377390100,Software
MGK,,Exchange Traded Fund
MGLN,2225065000,Managed Health care
MGM,17510380000,Casinos & Gaming
MGNX,957143100,Biotechnology & Medical Research
MGP,7816294000,Specialized REITs
MGPI,1472723000,Food Processing
MGRC,1517117000,Business Support Services
MGU,,
MGV,,Exchange Traded Fund
MGYR,72380980,Banks
MHD,,
MHE,,
MHF,,
MHH,91592910,Employment Services
MHI,,
MHK,15916380000,Home Furnishings
MHLD,652478100,Reinsurance
MHN,,
MHO,816555000,Homebuilding
MIC,3234056000,Air Freight & Courier Services
MICR,10953000,Advanced Medical Equipment & Technology
MICT,12893700,Aerospace & Defense
MIDD,5793296000,'Appliances Tools & Housewares'
MIDU,,Exchange Traded Fund
MIDZ,,Exchange Traded Fund
MIE,,
MIK,3448051000,Other Specialty Retailers
MILN,,Exchange Traded Fund
MIME,2548338000,Internet Services
MIN,,
MINC,,Exchange Traded Fund
MIND,44730780,Oil Related Services and Equipment
MINI,2030132000,Ground Freight & Logistics
MINT,,Exchange Traded Fund
MITK,305015700,Software
MITL,1340130000,Software
MITT,528767400,Specialized REITs
MIW,,
MIXT,478849300,Software
MIY,,
MJ,,Exchange Traded Fund
MJCO,203132500,Software
MKC,13578950000,Food Processing
MKC.V,13578950000,Food Processing
MKGI,23778480,Broadcasting
MKL,15764200000,Property & Casualty Insurance
MKSI,6157137000,Industrial Machinery & Equipment
MKTX,7918039000,Financial & Commodity Market Operators
MLAB,605305300,Industrial Machinery & Equipment
MLCO,15996600000,Casinos & Gaming
MLHR,1949713000,Business Support Supplies
MLI,1711398000,Industrial Machinery & Equipment
MLM,13704530000,Construction Materials
MLN,,Exchange Traded Fund
MLNT,195957800,Biotechnology & Medical Research
MLNX,4503722000,Semiconductors
MLP,227262800,Real Estate Development & Operations
MLPA,,Exchange Traded Fund
MLPX,,Exchange Traded Fund
MLQD,,Exchange Traded Fund
MLR,301114600,'Auto Truck & Motorcycle Parts'
MLSS,31426640,'Medical Equipment Supplies & Distribution'
MLVF,165303000,Banks
MMAC,158784600,Banks
MMC,41250280000,Multiline Insurance & Brokers
MMD,,
MMDM,536388700,Holding Companies
MMDMU,536388700,Holding Companies
MMI,1461481000,Real Estate Services
MMIN,,Exchange Traded Fund
MMLP,576020500,Marine Freight & Logistics
MMM,118162600000,Industrial Conglomerates
MMP,15654190000,Oil & Gas Transportation Services
MMS,4013845000,Business Support Services
MMSI,2699640000,'Medical Equipment Supplies & Distribution'
MMT,,
MMTM,,Exchange Traded Fund
MMU,,
MMV,,
MMYT,3282063000,Leisure & Recreation
MN,48275920,Investment Management & Fund Operators
MNA,,Exchange Traded Fund
MNDO,43530800,IT Services & Consulting
MNE,,
MNGA,7313360,Renewable Fuels
MNI,80282240,Consumer Publishing
MNK,1370900000,Pharmaceuticals
MNKD,270249000,Biotechnology & Medical Research
MNLO,206802000,Biotechnology & Medical Research
MNOV,392371400,Biotechnology & Medical Research
MNP,,
MNR,1227604000,Commercial REITs
MNRO,1831599000,'Auto Vehicles Parts & Service Retailers
MNST,27942780000,Non-Alcoholic Beverages
MNTA,1788424000,Biotechnology & Medical Research
MNTX,200027800,Industrial Machinery & Equipment
MO,105288000000,Tobacco
MOAT,,Exchange Traded Fund
MOBL,432731100,Software
MOC,17182080,Business Support Services
MOD,898209200,'Auto Truck & Motorcycle Parts'
MODN,549539500,Software
MOFG,409214000,Banks
MOG.A,2980974000,Aerospace & Defense
MOG.B,2980974000,Aerospace & Defense
MOGO,62033856,Consumer Lending
MOH,5380783000,Managed Health care
MOM,,Exchange Traded Fund
MOMO,7759333000,Software
MON,55822430000,Agricultural Chemicals
MOO,,Exchange Traded Fund
MOR,3409456400,Biotechnology & Medical Research
MORN,5003881000,Professional Information Services
MORT,,Exchange Traded Fund
MOS,10803220000,Agricultural Chemicals
MOSC,,
MOSC.U,,
MOSY,14022860,Semiconductors
MOTI,,Exchange Traded Fund
MOTS,73535050,Advanced Medical Equipment & Technology
MOV,671191000,Apparel & Accessories
